M&A Deal Number ;Target Name ;Acquiror Name ;Announcement Date ;Deal Status ;Deal Value ;Target Nation ;Target TRBC Economic Sector ;Acquiror Net Sales LTM ;Acquiror EBIT LTM ;Acquiror EBITDA LTM ;Acquiror Pre-tax Income LTM ;Acquiror Net Income LTM ;Acquiror Earnings Per Share LTM ;Acquiror Total Assets ;Currency of Acquiror Financials ;Date of Acquiror Financials ;Net Sales LTM ;EBIT LTM ;EBIT 3 Year Growth (%) ;EBIT 5 Year Growth (%) ;EBITDA LTM ;EBITDA Margin LTM ;Pre-tax Income LTM ;Net Income LTM ;Earnings Per Share LTM ;Cash and Short Term ;Total Assets ;Short Term Debt ;Net Debt ;Total Liabilities ;Total Debt ;Common Equity ;Equity Value at Announcement ;Equity Value at Effective Date ;Enterprise Value at Announcement ;Enterprise Value at Effective Date ;Book Value per Share ;Currency of Target Financials ;Date of Target Financials ;Acquiror Financial Advisor Name ;Acquiror Financial Advisor Assignments ;Acquiror Financial Advisor Credit ;Acquiror Financial Advisor Parent Name ;Acquiror Financial Advisor Fees, Total Amt ;Acquiror Financial Advisor Fees, Total Amt as % of Deal Value ;Acquiror Financial Advisor Imputed Fees Per Advisor ;Acquiror Legal Advisor Name ;Acquiror Legal Advisor Assignments ;Acquiror Legal Advisor Credit ;Target Financial Advisor Name ;Target Financial Advisor Assignments ;Target Financial Advisor Credit ;Target Financial Advisor Parent Name ;Target Financial Advisor Fees, Total Amt ;Target Financial Advisor Fees, Total Amt as % of Deal Value ;Target Financial Advisor Imputed Fees Per Advisor ;Target Legal Advisor Name ;Target Legal Advisor Assignments ;Target Legal Advisor Credit ;Related SDC Deal Number ;Related Deal Type ;Expected Synergy Date ;Status of MMC Ruling ;Target Termination Fee ;Acquiror Termination Fee ;Deal Market Value to EBITDA ;Deal Market Value to EBIT ;Deal Market Value to Pre-tax Income ;Deal Market Value to Net Income ;Deal Enterprise Value to Sales ;Deal Enterprise Value to EBITDA ;Deal Enterprise Value to EBIT ;Deal Enterprise Value to Net Income ;Deal Enterprise Value to Net Assets ;Offer Price to EPS ;Premium % 1 Day Prior to Announcement ;Premium % 1 Week Prior to Announcement ;Premium % 4 Weeks Prior to Announcement ;Investor Group Flag (Y/N) ;Investor Public Status ;Buyside: Financial Sponsor Activity Flag (Y/N) ;Buyside: Soverign Wealth Fund Involvement ;Acquiror Ultimate Parent Primary SIC ;Acquiror Ultimate Parent Macro Industry ;Acquiror Ultimate Parent Mid Industry ;Investor Ultimate Parent SDC Cusip ;Investor Ultimate Parent Names ;Investor Ultimate Parent Public Status ;Effective Date ;Deal Value inc. Net Debt of Target ;Percent of Shares Acquired ;Acquiror Nation ;Acquiror Macro Industry ;Acquiror Mid Industry ;Acquiror Business Description ;Target Macro Industry ;Target Mid Industry ;Target Business Description 
3319064040;HEM Tankstelle Friedrich Eckert eK-Assets;Deutsche Tamoil GmbH;20.11.2018;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;Concentro Management AG;Advisory;;Concentro Management AG;;;10.000.000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum Bulk Stations And Terminals;Energy and Power;Oil & Gas;;;;20.11.2018;;100;Germany;Energy and Power;Oil & Gas;Deutsche Tamoil GmbH is a petroleum bulk wholesaler. The Company is located in Hamburg, Germany.;Energy and Power;Oil & Gas;Assets of HEM Tankstelle Friedrich Eckert eK, located in Langewiesen, Germany.
3317496040;H2 Mobility Deutschland GmbH and Co KG;Great Wall Motor Co Ltd;24.10.2018;Pending;;Germany;Energy;14.726,91;1.082,75;1.082,75;1.060,05;884,45;0,1;15.442,82;Chinese Yuan;30.09.2018;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Management Services;Consumer Products and Services;Professional Services;;;;;;;China;Industrials;Automobiles & Components;Great Wall Motor Co Ltd is a manufacturer of utility vehicles. The Company was founded in 1984 and is located in Baoding, China.;Energy and Power;Oil & Gas;H2 Mobility Deutschland GmbH And Co KG is a gasoline station operator. The Company was founded in 2015 and is located in Berlin, Germany.
3281924040;Schletter GmbH;Golden Square Capital GmbH;15.06.2018;Completed;;Germany;Energy;;;;;;;;-;;160,85;-28,06;;;-22,7;;-31,39;-32,81;;1,36;155,99;91,22;;177,45;105,57;-21,46;;;;;;EURO;31.12.2015;;;;;;;;;;;Ernst & Young LLP;Advisory;;Ernst & Young LLP;;;0,1000000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Investors, Not Elsewhere Classified;Financials;Alternative Financial Investments;;;;10.07.2018;;100;Germany;Financials;Alternative Financial Investments;Golden Square Capital Partners GmbH & Co KG is a financial sponsor. The Company is located in Frankfurt, Germany.;High Technology;Semiconductors;Schletter GmbH is a manufacturer of semiconductors and related device. The Company was founded in 1968 and is located in Kirchdorf, Germany.
3278592040;WKN AG;PNE Wind AG;25.07.2018;Completed;;Germany;Energy;120,38;25,12;33,39;25,57;27,19;0,36;489,93;EURO;30.06.2018;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;25.07.2018;;10,9;Germany;Energy and Power;Alternative Energy Sources;PNE Wind AG is an alternative energy sources establishment. The Company was founded in 1995 and is located in Cuxhaven, Germany.;Energy and Power;Alternative Energy Sources;WKN AG, located in Husum, Germany, is a wind farm developer. The company was founded in 1990.
3276723040;STEAG Cordes Bioenergie GmbH;Loick Bioenergie GmbH;01.08.2018;Completed;;Germany;Energy;;;;;;;;-;;1,89;-6,94;;;-0,29;;-7,22;-7,22;;0,03;10,34;;;18,08;;-7,75;;;;;;EURO;31.12.2017;;;;;;;;;;;Deloitte & Touche LLP (other than Spain);Advisory;;Deloitte;;;0,1000000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;01.08.2018;;100;Germany;Energy and Power;Alternative Energy Sources;Loick Bioenergie GmbH is an alternative energy sources establishment. The Company was founded in 2001 and is located in Dorsten, Germany.;Energy and Power;Alternative Energy Sources;STEAG Cordes Bioenergie GmbH is an alternative energy sources establishment. The Company is located in Germany.
3276412040;Bioenergie Karstaedt GmbH;Loick Bioenergie GmbH;01.08.2018;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;Deloitte & Touche LLP (other than Spain);Advisory;;Deloitte;;;0,1000000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;01.08.2018;;100;Germany;Energy and Power;Alternative Energy Sources;Loick Bioenergie GmbH is an alternative energy sources establishment. The Company was founded in 2001 and is located in Dorsten, Germany.;Energy and Power;Alternative Energy Sources;Bioenergie Karstaedt GmbH is an alternative energy sources establishment. The Company is located in Dorsten, Germany.
3273481040;Infinite Fuels GmbH;MagneGas Corp;06.02.2018;Pending;;Germany;Energy;3,72;-11,01;-10,33;-11,02;-11,02;-2.222,27;11,65;U.S. Dollar;31.12.2017;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Natural Gas Transmission;Energy and Power;Oil & Gas;;;;;;;United States of America;Energy and Power;Oil & Gas;MagneGas Corp, located in Tarpon Springs, Florida, provides natural gas processing services. Its product MagneGas is a natural gas alternative and metal cutting fuel made from liquid te. The Company was founded in 2007.;Energy and Power;Oil & Gas;Infinite Fuels GmbH is a petroleum and petroleum products wholesaler. The Company is located in Berlin, Germany.
3257116040;Erdwaerme Oberland GmbH;Taaleri Sijoitus Oy;18.03.2018;Completed;;Germany;Energy;0,04;;;;;;;EURO;31.12.2017;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;Norton Rose Fulbright;Counsel to Acquiror;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;18.03.2018;;86,42;Finland;Financials;Other Financials;Taaleri Sijoitus Oy is an intermediating company. The Company is located in Helsinki, Finland.;Energy and Power;Alternative Energy Sources;Erdwaerme Oberland GmbH is an alternative energy sources establishment. The company is located in Munich, Germany.
3254231040;wpd onshore GmbH & Co KG-Wind Farm;Stadtwerke Bielefeld GmbH;19.04.2018;Completed;;Germany;Energy;704,44;285,12;317,38;256,44;89,97;;1.038,44;EURO;31.12.2017;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;CMS Hasche Sigle;Counsel to Acquiror;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Operators Of Nonresidential Buildings;Real Estate;Non Residential;;;;19.04.2018;;100;Germany;Energy and Power;Power;Stadtwerke Bielefeld GmbH, located in Bielefeld, Germany, is an electric and gas utility. It offers also alternative energy services.;Energy and Power;Alternative Energy Sources;Wind farm of wpd Onshore GmbH & Co KG, located in Schluechtern, Germany.
3244021040;ADLER Solar Services GmbH;D2D4 GmbH;03.05.2018;Completed;0,72;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;1,43;1,43;1,43;1,43;;-;;;;;;;;0,0449400;;;;;;;;;;0,0243000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;24.05.2018;0,72;49,9;Germany;Financials;Other Financials;D2D4 GmbH is an intermediating company. The Company is located in Bremen, Germany.;Energy and Power;Alternative Energy Sources;ADLER Solar Services GmbH is an alternative energy sources establishment. The Company is located in Bremen, Germany.
3241696040;KNK Wind GmbH;Parkwind NV;03.05.2018;Completed;;Germany;Energy;25,11;0,71;1,59;4,45;3,61;;376,54;EURO;31.12.2017;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;Jones Day;Counsel to Acquiror;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Grocery Stores;Retail;Food & Beverage Retailing;;;;03.05.2018;;100;Belgium;Financials;Other Financials;Parkwind NV is an intermediating company. The Company is located in Leuven, Belgium.;Energy and Power;Alternative Energy Sources;KNK Wind GmbH is an alternative energy sources establishment. The Company is located in Frankfurt am Main, Germany.
3237893040;WPE - Hessische Windpark Entwicklungs GmbH-Windpark Weilrod;ABO Invest AG;31.03.2018;Completed;;Germany;Energy;31,69;3,33;22,17;-3,19;-3,99;-0,08;290,03;EURO;31.12.2017;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;31.03.2018;;20;Germany;Energy and Power;Alternative Energy Sources;ABO Invest AG, located in Wiesbaden, Germany, provides alternative energy services. It owns and operates wind and biogas plants. It operates also as an investment company. The Company was founded in 2010.;Energy and Power;Alternative Energy Sources;Windpark Weilrod of WPE - Hessische Windpark Entwicklungs GmbH, located in Weilrod, Germany.
3235146040;Sunx Gmbh-Solar Assets Portfolio;7C Solarparken AG;12.04.2018;Pending;;Germany;Energy;39,57;11,67;32,41;8,95;7,22;0,16;347,81;EURO;31.12.2017;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;;;;Germany;Energy and Power;Alternative Energy Sources;7C Solarparken AG, located in Bayreuth, Germany, is a developer of cogeneration plants. The Company has locations in France, Czech Republic, Germany, Spain, China and the US. The Company's products include large photovoltaic plants and turnkey solar power plants for the agricultural, commercial, industrial and public sector. Its subsidiaries are COLEXON Sainte Maxime Solaire Sasu as well as COLEXON France SAS, COLEXON Iberia SL, COLEXON Corp, Colexon Australia TPY Ltd, and Colexon Energy srd in the Czech Republic. The Company was founded in 2002. was founded in 1999.;Energy and Power;Alternative Energy Sources;Solar assets portfolio of Sunx Gmbh, located in Germany. The total capacity of portfolio is 9 MWp.
3230125040;Caterva GmbH;Alelion Batteries AB;29.03.2018;Completed;2,06;Germany;Energy;15,67;-3,37;-2,29;-3,4;-3,4;-0,05;13,23;Swedish Krona;30.09.2017;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;0,0986200;Eversheds Sutherland LLP;Counsel to Acquiror;2.064;;;;;;;0,0599100;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Storage Batteries;Energy and Power;Other Energy & Power;;;;29.03.2018;2,06;100;Sweden;Energy and Power;Other Energy & Power;Alelion Batteries AB, located in Molndal, Sweden, manufactures batteries. It focuses on Lithium Iron cells that ensure great number of cycles and safe behavior. The company was founded in 2006.;Energy and Power;Alternative Energy Sources;Caterva GmbH is an alternative energy sources establishment. The Company was founded in 2013 and is located in Pullach, Germany.
3229277040;Spiess-Urania Chemicals GmbH;Certis Europe BV;27.03.2018;Pending;;Germany;Energy;171,43;10,35;;10,17;7,52;;108,02;EURO;31.03.2017;;;;;;;;;;0,66;115,28;0;;65,71;0;49,57;;;;;;EURO;31.03.2017;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Durable Goods, Not Elsewhere Classified;Consumer Products and Services;Other Consumer Products;;;;;;;Netherlands;Materials;Chemicals;"Manufacture crop protection products; develop crop protection technologies to support growers from soil preparation through to harvest range includes soil fumigants, conventional and biological pesticides and beneficial insects, as well as pheromone-based trapping and monitoring devices";Materials;Chemicals;Spiess-Urania Chemicals GmbH, located in Hamburg, manufactures and wholesales agrochemicals.
3227712040;Royal Dutch Shell plc-Liquids Storage Terminal Facility;Zenith Energy LP;08.01.2018;Pending;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Natural Gas Distribution;Energy and Power;Oil & Gas;;;;;;;United States of America;Energy and Power;Oil & Gas;Zenith Energy LP, located in New Jersey, US, develops and operates terminals that store and distribute petroleum, natural gas liquids, and petrochemicals. The company was incorporated in 2014.;Energy and Power;Petrochemicals;Liquids storage terminal facility of Royal Dutch Shell plc, a Hague-based petroleum refinery operator, located in Hamburg, Germany.
3226915040;Pinta Solarparks Gmbh & Co Kg;7C Solarparken AG;28.02.2018;Completed;;Germany;Energy;39,57;11,67;32,41;8,95;7,22;0,16;347,81;EURO;31.12.2017;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;28.02.2018;;100;Germany;Energy and Power;Alternative Energy Sources;7C Solarparken AG, located in Bayreuth, Germany, is a developer of cogeneration plants. The Company has locations in France, Czech Republic, Germany, Spain, China and the US. The Company's products include large photovoltaic plants and turnkey solar power plants for the agricultural, commercial, industrial and public sector. Its subsidiaries are COLEXON Sainte Maxime Solaire Sasu as well as COLEXON France SAS, COLEXON Iberia SL, COLEXON Corp, Colexon Australia TPY Ltd, and Colexon Energy srd in the Czech Republic. The Company was founded in 2002. was founded in 1999.;Energy and Power;Alternative Energy Sources;Pinta Solarparks Gmbh & Co Kg is an alternative energy sources establishment. The Company is located in Heidelberg, Germany.
3226913040;Amatec GmbH;7C Solarparken AG;28.02.2018;Completed;30,58;Germany;Energy;39,57;11,67;32,41;8,95;7,22;0,16;347,81;EURO;31.12.2017;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;0,2945200;;;;;;;;;;0,5050700;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;28.02.2018;30,58;100;Germany;Energy and Power;Alternative Energy Sources;7C Solarparken AG, located in Bayreuth, Germany, is a developer of cogeneration plants. The Company has locations in France, Czech Republic, Germany, Spain, China and the US. The Company's products include large photovoltaic plants and turnkey solar power plants for the agricultural, commercial, industrial and public sector. Its subsidiaries are COLEXON Sainte Maxime Solaire Sasu as well as COLEXON France SAS, COLEXON Iberia SL, COLEXON Corp, Colexon Australia TPY Ltd, and Colexon Energy srd in the Czech Republic. The Company was founded in 2002. was founded in 1999.;Energy and Power;Alternative Energy Sources;Amatec GmbH is an alternative energy sources establishment. The Company is located in Hebertsfelden, Germany.
3222267040;Innogy SE;E ON Verwaltungs SE;11.03.2018;Pending;5.831,93;Germany;Energy;;;3.390,00;;;;;-;;49.326,35;2.245,65;-4,74;5,45;4.650,85;0,09;1.976,94;933,29;1,68;4.769,61;53.183,07;1.461,11;12.862,42;39.685,17;17.309,03;11.323,02;25.129,52;;37.991,94;;20,38;EURO;31.12.2017;BNP Paribas SA;Advisory;5.831.928;BNP Paribas SA;;;110.568.300;"Milbank Tweed Hadley & McCloy
CMS";Counsel to Acquiror;5.831.928;"Lazard
Goldman Sachs & Co
Deutsche Bank
Rothschild & Co
Citi
Bank of America Merrill Lynch";Advisory;5.831.928;"Lazard
Goldman Sachs & Co
Deutsche Bank
Rothschild & Co
Citi
Bank of America Merrill Lynch";;;"4,9977600
3,7862300";Hengeler Mueller;Counsel to Target;5.831.928;;;;Bid not referred;;;5,27;10,91;12,39;26,25;0,75;7,96;16,49;39,69;2,74;26,25;6,46;14,16;19,35;N;;N;N;Electric Services;Energy and Power;Power;;;;;5.831,93;;Germany;Energy and Power;Power;E ON Verwaltungs SE, located in Essen, Germany, provides energy solutions, power generation and distribution services. It also operates as a holding company.;Energy and Power;Alternative Energy Sources;Innogy SE, located in Essen, Germany, provides renewable energy solutions, power generation and distribution services. It operates as a provider of electricity and natural gas. The Company's operations are divided into three segments, namely Renewables, Grid and Infrastructure and Retail. The Company operates plants for electricity generation and production from renewable energy sources as water, wind, sun and biomass. The Company serves residential, commercial, corporate, and industrial customers in Germany, the Netherlands, Austria, Poland, Romania, Croatia, Slovakia, Slovenia, the United Kingdom, among others. The Company was founded in April 2016.
3210205040;Infinite Fuels GmbH;MagneGas Corp;06.02.2018;Completed;;Germany;Energy;3,72;-11,01;-10,33;-11,02;-11,02;-2.222,27;11,65;U.S. Dollar;31.12.2017;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Natural Gas Transmission;Energy and Power;Oil & Gas;;;;03.07.2018;;40;United States of America;Energy and Power;Oil & Gas;MagneGas Corp, located in Tarpon Springs, Florida, provides natural gas processing services. Its product MagneGas is a natural gas alternative and metal cutting fuel made from liquid te. The Company was founded in 2007.;Energy and Power;Oil & Gas;Infinite Fuels GmbH is a petroleum and petroleum products wholesaler. The Company is located in Berlin, Germany.
3208253040;LIQUI MOLY GmbH;Adolf Wuerth GmbH & Co KG;21.12.2017;Completed;;Germany;Energy;12.449,99;684,97;1.011,05;627,85;486,27;;10.214,48;EURO;31.12.2016;314,35;50,5;10,26;-37,5;53,88;0,17;50,1;34,55;;12,79;140,98;0,02;;42,11;0,02;98,87;;;;;;EURO;31.12.2016;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Bolts, Nuts, Screws, Rivets, And Washers;Industrials;Building/Construction & Engineering;;;;21.12.2017;;100;Germany;Industrials;Building/Construction & Engineering;Adolf Wuerth GmbH & Co KG, located in Kuenzelsau, Germany, manufactures and wholesales assembly and fastening material. In the core business, the Wuerth Line, the product range for craft and industry comprises over 100,000 products: From screws, screw accessories and anchors to tools, chemical-technical products and personal protection equipment. The Allied Companies of the Wuerth Group, which either operate in business areas adjacent to the core business or in diversified business areas, round off the range by offering products for DIY stores, material for electrical installations, electronic components (e.g. circuit boards) as well as financial services. It currently consists of over 400 companies in more than 80 countries. The Company was founded in 1945.;Energy and Power;Oil & Gas;LIQUI MOLY GmbH is a petroleum and petroleum products wholesaler. It sales petroleum products, such as motor oils, additives and lubricants. The Company was founded in September 1957 and is located in Ulm, Germany.
3202788040;Bioenergie Zellertal GmbH & Co KG;Energiepark GmbH & Co KG;01.11.2017;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;Concentro Management AG;Advisory;;Concentro Management AG;;;10.000.000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;01.11.2017;;100;Germany;Energy and Power;Power;Energiepark GmbH & Co KG is an electric power distributor. The Company is located in Arnbruck, Germany.;Energy and Power;Oil & Gas;Bioenergie Zellertal GmbH & Co KG is a pipeline transportation services of natural gas. The Company is located in Bodenmais, Germany.
3202429040;Fuchs Petrolub SE-Dormagen Production Site;CCI Corp;01.12.2017;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Industrial Inorganic Chemicals, Not Elsewhere Classified;Materials;Chemicals;;;;01.12.2017;;100;Japan;Materials;Chemicals;CCI Corp is a manufacturer of inorganic chemicals. The Company was founded in May 1949 and is located in Gifu, Japan.;Energy and Power;Petrochemicals;Dormagen Production Site of Fuchs Petrolub SE, located in Dormagen, Germany.
3201499040;TEGA-Technische Gase & Gasetechnik GmbH;DCC Energy LPG Holdings Ltd;04.01.2018;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;Cleary Gottlieb Steen & Hamilton;Counsel to Acquiror;;Rothschild & Co;Advisory;;Rothschild & Co;;;10.000.000;"Gleiss Lutz
P+P Pollath + Partners";"Counsel to Parent
Counsel to Target";;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum And Petroleum Products Wholesalers, Except Bulk Stations And Terminals;Energy and Power;Oil & Gas;;;;31.03.2018;;100;Republic of Ireland;Energy and Power;Oil & Gas;DCC Energy LPG Holdings Ltd is a liquefied petroleum gas, Natural Gas, LNG, Aerosol gas and renewable energies distributor. It operates in Europe. The Company is located in Dublin, the Republic of Ireland.;Energy and Power;Oil & Gas;TEGA-Technische Gase & Gasetechnik GmbH is a liquefied petroleum gas dealer. The Company is located in Wuerzburg, Germany.
