M&A Deal Number ;Target Name ;Acquiror Name ;Announcement Date ;Deal Status ;Deal Value ;Target Nation ;Target TRBC Economic Sector ;Acquiror Net Sales LTM ;Acquiror EBIT LTM ;Acquiror EBITDA LTM ;Acquiror Pre-tax Income LTM ;Acquiror Net Income LTM ;Acquiror Earnings Per Share LTM ;Acquiror Total Assets ;Currency of Acquiror Financials ;Date of Acquiror Financials ;Net Sales LTM ;EBIT LTM ;EBIT 3 Year Growth (%) ;EBIT 5 Year Growth (%) ;EBITDA LTM ;EBITDA Margin LTM ;Pre-tax Income LTM ;Net Income LTM ;Earnings Per Share LTM ;Cash and Short Term ;Total Assets ;Short Term Debt ;Net Debt ;Total Liabilities ;Total Debt ;Common Equity ;Equity Value at Announcement ;Equity Value at Effective Date ;Enterprise Value at Announcement ;Enterprise Value at Effective Date ;Book Value per Share ;Currency of Target Financials ;Date of Target Financials ;Acquiror Financial Advisor Name ;Acquiror Financial Advisor Assignments ;Acquiror Financial Advisor Credit ;Acquiror Financial Advisor Parent Name ;Acquiror Financial Advisor Fees, Total Amt ;Acquiror Financial Advisor Fees, Total Amt as % of Deal Value ;Acquiror Financial Advisor Imputed Fees Per Advisor ;Acquiror Legal Advisor Name ;Acquiror Legal Advisor Assignments ;Acquiror Legal Advisor Credit ;Target Financial Advisor Name ;Target Financial Advisor Assignments ;Target Financial Advisor Credit ;Target Financial Advisor Parent Name ;Target Financial Advisor Fees, Total Amt ;Target Financial Advisor Fees, Total Amt as % of Deal Value ;Target Financial Advisor Imputed Fees Per Advisor ;Target Legal Advisor Name ;Target Legal Advisor Assignments ;Target Legal Advisor Credit ;Related SDC Deal Number ;Related Deal Type ;Expected Synergy Date ;Status of MMC Ruling ;Target Termination Fee ;Acquiror Termination Fee ;Deal Market Value to EBITDA ;Deal Market Value to EBIT ;Deal Market Value to Pre-tax Income ;Deal Market Value to Net Income ;Deal Enterprise Value to Sales ;Deal Enterprise Value to EBITDA ;Deal Enterprise Value to EBIT ;Deal Enterprise Value to Net Income ;Deal Enterprise Value to Net Assets ;Offer Price to EPS ;Premium % 1 Day Prior to Announcement ;Premium % 1 Week Prior to Announcement ;Premium % 4 Weeks Prior to Announcement ;Investor Group Flag (Y/N) ;Investor Public Status ;Buyside: Financial Sponsor Activity Flag (Y/N) ;Buyside: Soverign Wealth Fund Involvement ;Acquiror Ultimate Parent Primary SIC ;Acquiror Ultimate Parent Macro Industry ;Acquiror Ultimate Parent Mid Industry ;Investor Ultimate Parent SDC Cusip ;Investor Ultimate Parent Names ;Investor Ultimate Parent Public Status ;Effective Date ;Deal Value inc. Net Debt of Target ;Percent of Shares Acquired ;Acquiror Nation ;Acquiror Macro Industry ;Acquiror Mid Industry ;Acquiror Business Description ;Target Macro Industry ;Target Mid Industry ;Target Business Description 
1801876040;Offshore Survey & Engineering Gesellschaft fuer Seevermessung ;Fugro NV;13.10.2006;Pending;8,14;Germany;Energy;1.374,29;162,4;250,93;151,65;117,71;1,79;1.322,82;EURO;31.12.2005;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Surveying Services;Industrials;Building/Construction & Engineering;;;;;8,14;;Netherlands;Industrials;Building/Construction & Engineering;Fugro NV is a provider of engineering, architectural, and surveying services. The Company was founded in 1962 and is located in Leidschendam, the Netherlands.;Industrials;Building/Construction & Engineering;"Provide marine surveying and engineering services, primarily to the non oil and gas market; services include desktop studies and route engineering, deep-water route surveys, inshore surveys, beach manhole investigations, charting, cable and pipe lay positioning, wave height and direction observation, current observations, hydrodynamic measurements for port or harbor and offshore construction, and tide observations services"
1775263040;ExxonMobil Central Europe Holding GmbH-Ingolstadt Refinery;Petroplus International NV;06.07.2006;Pending;;Germany;Energy;8.537,64;48,74;97,72;70,16;66,54;2,15;1.922,25;EURO;31.12.2004;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;Cleary Gottlieb Steen & Hamilton;Antitrust/Competition Counsel;;;;;;;;;Cleary Gottlieb Steen & Hamilton;Antitrust/Competition Counsel;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;;;;Netherlands;Energy and Power;Oil & Gas;Wholesale of petroleum products such as crude oil, petrochemicals, chemicals and edible oils;Energy and Power;Oil & Gas;Oil and gas exploration and production
1774646040;Norsk Hydro ASA-Stade Industrial Site;Investor Group;05.07.2006;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;Linklaters;Counsel to Parent;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;"Public
Priv.";N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;"86453R
74612R";"Suez SA
Prokon Nord Energiesysteme";"Public
Priv.";01.01.2007;;;Germany;Financials;Other Financials;Investor group;Energy and Power;Oil & Gas;Oil and gas exploration and production
1770509040;Petroplus International NV- German Oil & Chemical Storage Facilities Port;TanQuid ;20.06.2006;Completed;41,54;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;Macquarie Bank Ltd;Advisory;41.537;Macquarie Group;;;0,8736800;Clifford Chance;Counsel to Acquiror;41.537;Rothschild & Co;Advisory;41.537;Rothschild & Co;;;0,9748400;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Security Brokers, Dealers, And Flotation Companies;Financials;Other Financials;;;;31.07.2006;41,54;100;Germany;Energy and Power;Oil & Gas;TanQuid, located in Duisburg, is a storage tank company;Energy and Power;Oil & Gas;Oil and gas exploration and production
1769841040;ESSO Sachsen Mineraloel- vertrieb GmbH-Lubrication Business;ELASKON Sachsen GmbH & Co KG;19.06.2006;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Chemicals And Chemical Preparations, Not Elsewhere Classified;Energy and Power;Petrochemicals;;;;19.06.2006;;100;Germany;Energy and Power;Petrochemicals;Manufacture lubricants and cavity conserving products such as hydraulic oils for motors and drive shafts.;Energy and Power;Petrochemicals;Manufacture lubricants for the automotive industry.
1768544040;Tamoil Africa Holdings Ltd- German Activities;Total SA;14.06.2006;Pending;;Germany;Energy;158.619,80;29.319,61;36.124,63;29.752,12;15.444,25;6,6;142.671,56;EURO;31.03.2006;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Crude Petroleum And Natural Gas;Energy and Power;Oil & Gas;;;;;;;France;Energy and Power;Oil & Gas;Total SA, located in Paris, France, is an oil and gas company. Its operations include petroleum products distribution, electricity generation, refining and chemistry, via 18 international refineries, manufacturing of basic and special chemistry products (olefins, aromatics, rubber, resins) and hydrocarbon production with operations in Europe, Africa, Middle East, South and North America and Asia Pacific. Its products are also used in aviation, heating and marine sectors. It also has operations in transportation, storage and sales of gas, LNG, LPG and carbon. It is also a holding company. The Company was founded on March 28, 1924.;Energy and Power;Oil & Gas;Wholesale of petroleum products
1767558040;JC Neckermann GmbH & Co KG;Global Alternative Energy SARL;09.06.2006;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;Blue Corporate Finance;Advisory;;Blue Corporate Finance;;;0,6000000;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Offices Of Holding Companies, Not Elsewhere Classified;Financials;Other Financials;;;;09.06.2006;;52;Italy;Financials;Other Financials;Private equity fund;Energy and Power;Oil & Gas;Wholesale petrochemical products and equipment for fuel stations, including petrol pump systems, filtering and measuring equipment, back office systems and storage facilities.
1760664040;Sustec Holding AG-Technology & Engineering Activities;Siemens Power Generation Group;16.05.2006;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Radio And Television Broadcasting And Communications Equipment;Telecommunications;Telecommunications Equipment;;;;16.05.2006;;100;Germany;Energy and Power;Alternative Energy Sources;Siemens Power Generation Group, located in Erlangen, develops cogeneration power generation plant. The company provides power and energy solutions. It develops and builds fossil fuel power plants and power-generating components like wind turbines for use as mechanical drives and compressors for industrial applications.;Energy and Power;Petrochemicals;Manufacture gas from coal using gasification turbines and synthesis gas production technology and engineering.
1747032040;Biomasse-Heizkraftwerk Eisenberg GmbH;Techem AG Energy Contracting;24.03.2006;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Investors, Not Elsewhere Classified;Financials;Alternative Financial Investments;;;;24.03.2006;;100;Germany;Consumer Products and Services;Professional Services;"Provide energy saving solutions; consulting services; complete energy contracting solutions; planning, installation; finance";Energy and Power;Alternative Energy Sources;"Provide renewable energy; remote heating supply; output of up to 20 MW"
1745693040;AgriCapital AG;UBF United Biofuels Europe AG;01.11.2005;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;Weil Gotshal & Manges;Counsel to Acquiror;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;01.11.2005;;100;Germany;Financials;Other Financials;Investment holding company;Energy and Power;Petrochemicals;Manufacture biodiesel products
1743910040;ORLEN Deutschland GmbH;Seeking Buyer;16.03.2006;S Buyer;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Brokerage;;;;;;;Unknown;Financials;Brokerage;Seeking buyer;Energy and Power;Oil & Gas;ORLEN Deutschland GmbH, located in Elmshorn, Germany, owns and operates filling stations.
1734332040;Kuwait Petroleum Corp- Petrol Stations(37);Westfalen AG;08.02.2006;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;Baker & McKenzie;Counsel to Acquiror;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Industrial Gases;Materials;Chemicals;;;;28.02.2006;;100;Germany;Materials;Chemicals;Westfalen AG is a manufacturer of industrial gas. The company is located in Muenster, Germany.;Energy and Power;Oil & Gas;37 petrol stations of Kuwait Petroleum Corp, located in Germany, own and operate fuel stations.
1726976040;OSTWIND Verwaltungs GmbH- Cottbus Nord Wind Farm;GW Energi A/S;09.01.2006;Completed;41,7;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;09.01.2006;41,7;;Denmark;Energy and Power;Power;Electric utility;Energy and Power;Alternative Energy Sources;Own and operate wind farms
1721098040;United Biofuels Deutschland GmbH;Undisclosed Acquiror;01.01.2005;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;Freshfields Bruckhaus Deringer;Counsel to Seller;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Brokerage;;;;01.01.2005;;;Unknown;Financials;Brokerage;Unknown;Energy and Power;Petrochemicals;Mannufacture biodiesel products
1717672040;Ecosoil Holding GmbH;Murchison Holdings Ltd;06.12.2005;Pending;1,99;Germany;Energy;1,17;2,14;2,15;2,14;2,68;0,24;18,05;Australian Dollar;30.06.2005;;;;;;;;;;;;;;;;;19,93;;19,93;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Investors, Not Elsewhere Classified;Financials;Brokerage;;;;;1,99;;Australia;Financials;Brokerage;Murchison Holdings Ltd, headquartered in Melbourne, Victoria, is an investment company focused on marketable securities and providing share trading, custodian, nominee and settlement services to clients. It has offices in Australia, Hong Kong, China and Singapore. Its other activities involve maintaining mezzanine investments in companies suitable for eventual flotation on recognized Stock Exchanges and sourcing and distributing consumer electronic products. Founded in December 1967, the company operates mainly in Australia and Hong Kong.;Industrials;Building/Construction & Engineering;Ecosoil Holding GmbH, located in Oberhausen, Germany, provides landscaping, environmental engineering and industrial waste management services. It also operates as a holding company.
1717217040;Sasol Chemie GmbH & Co KG;Seeking Buyer;05.12.2005;S Buyer;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Brokerage;;;;;;;Unknown;Financials;Brokerage;Seeking buyer;Energy and Power;Petrochemicals;Sasol Chemie GmbH& Co KG, located in Hamburg, manufactures synthetic and petroleum-derived wax, including Paraffin wax, Fischer-Tropsch waxes, Microcrystalline wax, brightstock slack wax and slack wax that are used in emulsions, coatings, hot melt adhesives, inks and bitumen in industries ranging from paper and packaging to construction, personal care and tyre production.
1714862040;Louis Dreyfus Energy Holdings Ltd-Wilhelmshaven Refinery;ConocoPhillips;25.11.2005;Completed;;Germany;Energy;137.754,00;;4.105,00;18.044,00;12.330,00;8,7;104.372,00;U.S. Dollar;30.09.2005;681,85;;;;;;;;;;;;;;;;;;;;;EURO;31.12.2004;;;;;;;;"CMS Cameron McKenna
Freshfields Bruckhaus Deringer";Counsel to Acquiror;;Dresdner Kleinwort;Represented Seller;;Commerzbank AG;;;0,5000000;Skadden, Arps, Slate, Meagher & Flom;Counsel to Parent;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum Refining;Energy and Power;Petrochemicals;;;;01.02.2006;;100;United States of America;Energy and Power;Petrochemicals;ConocoPhillips, located in Houston, Texas, is an exploration and production company. It explores for, produces, transports and markets crude oil, bitumen, natural gas, liquefied natural gas (LNG) and natural gas liquids. It operates through five segments: Alaska, Lower 48, Canada, Europe and North Africa, Asia Pacific and Middle East, and Other International. The Alaska segment explores for, markets crude oil, natural gas liquids, natural gas and LNG. The Lower 48 segment consists of operations located in the United States Lower 48 states and the Gulf of Mexico. Its Canadian operations consists of oil sands developments in the Athabasca Region of northeastern Alberta. The Europe and North Africa segment consists of operations and exploration activities in Norway and Libya. The Asia Pacific and Middle East segment has operations in China, founded in 1875. Indonesia, Malaysia and Australia. The Company was founded in 1875.;Energy and Power;Petrochemicals;Own,op petrochemicals and natural gas refineries
1710171040;Maass Regenerative Energien GmbH;Reinecke+Pohl Sun Energy GmbH;19.08.2005;Completed;12,64;Germany;Energy;;;;;;;;-;;;;;;;;;;;0,02;0,06;;-0,02;0,36;;-0,3;;;;;;EURO;31.12.2004;;;;;;;0,3256300;White & Case LLP;Counsel to Acquiror;12.641;;;;;;;0,3751900;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;19.08.2005;12,64;100;Germany;Energy and Power;Alternative Energy Sources;Cogeneration plant;Energy and Power;Alternative Energy Sources;Cogeneration plant
1708588040;BASF AG-Phorate Insecticide Business;AMVAC Chemical Corp;31.10.2005;Completed;26,1;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;0,7438500;McDermott Will & Emery;Counsel to Acquiror;26.100;;;;;;;0,7746500;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Farm Machinery And Equipment;Industrials;Machinery;;;;31.10.2005;26,1;100;United States of America;Materials;Chemicals;AMVAC Chemical Corp, located in Los Angeles, California, manufactures and wholesales specialty chemicals, including insecticides, fungicides, molluscicides, plant growth regulators and soil fumigants. The Company was founded in 1945.;Materials;Chemicals;"Manufacture chemical intermediates: diols, formic acid, glyoxal, chloroformates, amines, catalysts, carbonyl iron powder, hydroxylammonium sulfate, sulfites, plasticizer chemicals and acrylic monmers; coatings and colorants: OEM automotive coatings, primers and sealants, publication inks and nylon printing plate systems; consumer products & life science: agricultural pesticides, audio and video tapes and cassettes, computer diskettes and tape cartridges, vitamins, nutritional ingredients, cosmetic chemicals, PVP polymers, isoptin and other pharmaceuticals, Zerex coolants, sokalan polymers and plurafac surfacant fibers: carpet fibers, nylon and rayon yarns; polymers: polyurethane chemicals, elastomers and foams, Elastocell suspension components, Ceilon carbon fibers and adhesives"
1703858040;BASF AG-Decoration Color Division;W.C. Heraeus Gmbh & Co KG;20.10.2005;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Primary Metal Products, Not Elsewhere Classified;Materials;Metals & Mining;;;;20.10.2005;;100;Germany;Materials;Metals & Mining;Manufacture precious metal compounds;Materials;Chemicals;"Manufacture chemical intermediates: diols, formic acid, glyoxal, chloroformates, amines, catalysts, carbonyl iron powder, hydroxylammonium sulfate, sulfites, plasticizer chemicals and acrylic monmers; coatings and colorants: OEM automotive coatings, primers and sealants, publication inks and nylon printing plate systems; consumer products & life science: agricultural pesticides, audio and video tapes and cassettes, computer diskettes and tape cartridges, vitamins, nutritional ingredients, cosmetic chemicals, PVP polymers, isoptin and other pharmaceuticals, Zerex coolants, sokalan polymers and plurafac surfacant fibers: carpet fibers, nylon and rayon yarns; polymers: polyurethane chemicals, elastomers and foams, Elastocell suspension components, Ceilon carbon fibers and adhesives"
1697371040;Ruetgers Organics GmbH- Performance Chemicals Business;Nease Corp;10.06.2005;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;KPMG Corporate Finance;Advisory;;KPMG;;;0,1000000;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Industrial Organic Chemicals, Not Elsewhere Classified;Energy and Power;Petrochemicals;;;;01.09.2005;;100;United States of America;Energy and Power;Petrochemicals;Manufacture organic chemicals;Energy and Power;Oil & Gas;Performance Chemicals
1689045040;Beckmann Mineraloelhandel GmbH -Q1;Bayerische Hypo-Und Vereinsbk;24.08.2005;Completed;24,54;Germany;Energy;26.271,19;;332,93;;-2.324,46;-3,44;596.543,71;EURO;30.06.2005;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;0,6320500;;;;;;;;;;0,7282300;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Banks;Financials;Banks;;;;25.08.2005;24,54;100;Germany;Financials;Banks;Bank (foreign);Energy and Power;Oil & Gas;Own and operate petroleum stations
1687245040;Choren Industries GmbH;Shell Deutschland Oil GmbH;17.08.2005;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum Refining;Energy and Power;Petrochemicals;;;;17.08.2005;;;Germany;Energy and Power;Oil & Gas;Shell Deutschland Oil GmbH is engaged in the crude petroleum and natural gas services business. The Company is located in Hamburg, Germany.;Energy and Power;Petrochemicals;Choren Industries GmbH, located in Freiberg, Germany, manufactures biofuel. The company was founded in 1990. The company is focusing on gasification technology for solid biomass and oil based residue feedstock. It main brand is SunDiesel. The company was founded in 1990.
1684730040;TOTAL Mineraloel GmbH- Siegen Department;AWS Warme Service GmbH;23.07.2005;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum And Petroleum Products Wholesalers, Except Bulk Stations And Terminals;Energy and Power;Oil & Gas;;;;23.07.2005;;100;Germany;Industrials;Building/Construction & Engineering;Wholesale heating oil equipment;Energy and Power;Oil & Gas;Oil and gas exploration and production
1682991040;Trans-European Gas Pipeline;Bayerngas GmbH;27.07.2005;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Mixed, Manufactured, Or Liquefied Petroleum Gas Production And/or;Energy and Power;Oil & Gas;;;;27.07.2005;;50;Germany;Energy and Power;Oil & Gas;Bayerngas GmbH, based in Munich, Germany, provides gas distribution services. The company is also engaged in gas storage. It was founded in 1962.;Energy and Power;Pipelines;Own and operate gas pipelines
1679510040;Gasversorgung Thueringen GmbH;TEAG Thueringer Energie AG;14.07.2005;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Electric Services;Energy and Power;Power;;;;10.10.2005;;100;Germany;Energy and Power;Power;TEAG Thueringer Energie AG is an electric power distributor. The Company provides energy services to private households, business customers, industrial companies as well as municipal utilities and municipal utilities. The Company was founded in 1994 and is located in Erfurt,;Energy and Power;Oil & Gas;Manufacture, retail and wholesale gas
1676285040;Ruetgers Chemicals AG;Intl Chem Invs Gmbh;06.06.2005;Completed;;Germany;Energy;;;;;;;;-;;356,6;;;;;;;;;;;;;;;;;;;;;EURO;31.12.2003;;;;;;;;Debevoise & Plimpton;Counsel to Acquiror;;KPMG Corporate Finance;Advisory;;KPMG;;;0,1000000;Clifford Chance;Counsel to Target;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;;;;01.10.2005;;100;Germany;Financials;Other Financials;International Chemical Investors GmbH, located in Frankfurt Am Main, Germany, is an investment holding company focused on chemicals and pharmaceuticals industries. The Company was founded in 2004.;Energy and Power;Petrochemicals;Manufacture petroleum and coald products
1675138040;Werkzeugbau Laichingen GmbH;WBL Holding GmbH;04.06.2005;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;Y;N;Banks;Financials;Banks;;;;04.06.2005;;;Germany;Financials;Other Financials;WBL Holding GmbH, located in Duesseldorf, Germany, is an investment holding company for the industrial engineering sector.;Energy and Power;Petrochemicals;Manufacture engineering tools
1666306040;NASTRO-Umwelttechnik GmbH;Reinecke+Pohl Sun Energy GmbH;21.05.2005;Completed;10,81;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;0,2783400;White & Case LLP;Counsel to Acquiror;10.805;;;;;;;0,3206900;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Cogeneration, Alternative Energy Sources;Energy and Power;Alternative Energy Sources;;;;21.05.2005;10,81;100;Germany;Energy and Power;Alternative Energy Sources;Cogeneration plant;Energy and Power;Alternative Energy Sources;Manufacture and install solar panel systems
1663731040;Winkler Mineraloele GmbH- Filling Stations (7);OIL! Gas stations GmbH;15.04.2005;Completed;;Germany;Energy;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;;;;;;;;;;;;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Petroleum And Petroleum Products Wholesalers, Except Bulk Stations And Terminals;Energy and Power;Oil & Gas;;;;15.04.2005;;100;Germany;Energy and Power;Oil & Gas;Own and operate gas filling stations;Energy and Power;Oil & Gas;Own and operate gas filling stations
1658860040;BASF AG;BASF AG;19.04.2005;Intended;1.959,76;Germany;Energy;;;;;;;;-;;49.907,61;6.596,15;32,79;8,35;9.607,53;0,19;5.933,10;2.884,32;2,65;3.891,05;46.951,35;1.882,76;540,89;24.201,61;4.426,76;22.215,32;;;;;20,75;EURO;31.03.2005;;;;;;;30.072.700;;;;;;;;;;94.233.600;;;;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Industrial Organic Chemicals, Not Elsewhere Classified;Materials;Chemicals;;;;;1.959,76;;Germany;Materials;Chemicals;BASF SE, located in Ludwigshafen, Germany, manufactures chemical, agricultural, plastics, performance products and functional solutions. The Company's chemical products include inorganic compounds, petrochemicals, trioxane and intermediates. Its plastic products include foams, styrenics, polyamide, polyutheranes and biodegradable plastics. It also manufactures acrylics, monomers, coatings, detergents, montan waxes, cosmetic ingredients, crop protection chemicals and pharmaceutical solutions. BASF's products are used in the automotive, packaging, housing and construction, health and nutrition, and agricultural industries. Through its Wintershall AG subsidiary, BASF also operates in the oil and gas sector. Some of the Company's production sites are located in Germany, Belgium, USA, Malaysia, China, Japan, Mexico and Spain. The Company was founded in 1865.;Materials;Chemicals;BASF SE, located in Ludwigshafen, Germany, manufactures chemical, agricultural, plastics, performance products and functional solutions. The Company's chemical products include inorganic compounds, petrochemicals, trioxane and intermediates. Its plastic products include foams, styrenics, polyamide, polyutheranes and biodegradable plastics. It also manufactures acrylics, monomers, coatings, detergents, montan waxes, cosmetic ingredients, crop protection chemicals and pharmaceutical solutions. BASF's products are used in the automotive, packaging, housing and construction, health and nutrition, and agricultural industries. Through its Wintershall AG subsidiary, BASF also operates in the oil and gas sector. Some of the Company's production sites are located in Germany, Belgium, USA, Malaysia, China, Japan, Mexico and Spain. The Company was founded in 1865.
1658014040;Kavernenanlage der Bundesrepublik Deutschland;IVG Immobilien AG;29.03.2005;Completed;170,81;Germany;Energy;626,21;27,96;96,14;131,6;96,69;0,77;4.900,18;EURO;31.12.2004;;;;;;;;;;;;;;;;;;;;;;-;;;;;;;;17.769.400;;;;"Sal Oppenheim Jr & Cie KGaA
Peters Associates AG";Rep Maj Sharehold;170.807;"Deutsche Bank
Lincoln International";;;10.236.800;Clifford Chance;Counsel to Target;170.807;;;;Bid not referred;;;;;;;;;;;;;;;;N;;N;N;Real Estate Investment Trusts;Real Estate;REITs;;;;29.03.2005;170,81;100;Germany;Real Estate;REITs;"IVG Immobilien AG, located in Bonn, Germany, is a real estate investment firm (REIT) focusing on real estate project development and portfolio and funds management. With offices in the UK, the Netherlands, Belgium, Hungary, Finland, Spain, Sweden, Austria, Italy, France, Poland and Czech, the company also specializes in dealing with acquisition and administration of industrial firms, shares, partnerships and all related businesses, real estate, buildings, machinery, and transport; and in dealing with the acquisition and storage of petrol and other substances. Its independent divisions are IVG Investment, IVG Funds, IVG Development and IVG Caverns.";Energy and Power;Oil & Gas;Oil and gas exploration and production
1650684040;Reinecke+Pohl Sun Energy GmbH;Investor;15.03.2005;Completed;4,16;Germany;Energy;;;;;;;;-;;;-0,16;;;-0,09;;-0,09;-0,09;-0,04;0,03;0,04;;-0,02;0,06;;-0,02;32,26;32,26;32,24;32,24;-0,01;EURO;31.12.2004;;;;;;;;;;;;;;;;;0,1235300;;;;;;;Bid not referred;;;;;;;;;;;;;;;;Y;Inv.;N;N;Investors, Not Elsewhere Classified;Financials;Other Financials;34048Z;Florian Homm;Inv.;15.03.2005;4,16;12,9;Germany;Financials;Other Financials;Individual;Energy and Power;Alternative Energy Sources;Cogeneration plant
